,status,duration,credit_history,purpose,amount,savings,employment,installment_rate,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_risk,sex,marital_status
470,A12,24,A32,A43,3092,A62,A72,3,A101,2,A123,0,A143,A151,1,A173,1,A192,A201,0,1,1
471,A11,6,A32,A46,448,A61,A72,4,A101,4,A122,0,A143,A152,1,A173,1,A191,A201,0,0,1
472,A11,9,A32,A40,654,A61,A73,4,A101,3,A123,1,A143,A152,1,A172,1,A191,A201,0,1,0
473,A14,6,A32,A48,1238,A65,A71,4,A101,4,A122,1,A143,A152,1,A174,2,A192,A201,1,1,0
474,A12,18,A34,A43,1245,A61,A73,4,A101,2,A123,1,A143,A152,1,A173,1,A191,A201,0,1,1
475,A11,18,A30,A42,3114,A61,A72,1,A101,4,A122,1,A143,A151,1,A173,1,A191,A201,0,0,1
476,A14,39,A32,A41,2569,A63,A73,4,A101,4,A123,0,A143,A152,1,A173,1,A191,A201,1,1,0
477,A13,24,A32,A43,5152,A61,A74,4,A101,2,A123,0,A141,A152,1,A173,1,A191,A201,1,1,0
478,A12,12,A32,A49,1037,A62,A74,3,A101,4,A121,1,A143,A152,1,A172,1,A191,A201,1,1,0
479,A11,15,A34,A42,1478,A61,A75,4,A101,4,A123,1,A143,A152,2,A173,2,A192,A201,1,1,0
480,A12,12,A34,A43,3573,A61,A73,1,A101,1,A121,0,A143,A152,1,A172,1,A191,A201,1,0,1
481,A12,11,A30,A40,1201,A65,A72,4,A101,1,A121,1,A143,A152,1,A172,1,A191,A201,0,1,0
482,A11,30,A32,A42,3622,A64,A75,4,A101,4,A122,1,A143,A151,2,A173,1,A192,A201,1,0,1
483,A14,15,A33,A42,960,A64,A74,3,A101,2,A122,1,A143,A152,2,A173,1,A191,A201,1,0,1
484,A14,12,A34,A40,1163,A63,A73,4,A101,4,A121,1,A143,A152,1,A173,1,A192,A201,1,1,0
485,A12,6,A33,A40,1209,A61,A71,4,A101,4,A122,1,A143,A152,1,A174,1,A192,A201,0,1,0
486,A14,12,A32,A43,3077,A61,A73,2,A101,4,A123,1,A143,A152,1,A173,1,A192,A201,1,1,0
487,A14,24,A32,A40,3757,A61,A75,4,A102,4,A124,1,A143,A153,1,A173,1,A192,A201,1,0,1
488,A14,10,A32,A40,1418,A62,A73,3,A101,2,A121,1,A143,A151,1,A172,1,A191,A202,1,1,0
489,A12,30,A34,A40,3518,A65,A73,4,A103,3,A122,1,A142,A151,1,A173,1,A191,A201,0,1,0
490,A14,12,A34,A43,1934,A61,A75,2,A101,2,A124,1,A143,A152,2,A173,1,A191,A201,1,1,0
491,A12,27,A30,A49,8318,A61,A75,2,A101,4,A124,1,A143,A153,2,A174,1,A192,A201,0,0,1
492,A12,42,A33,A43,1237,A62,A73,2,A101,1,A124,1,A143,A152,2,A173,1,A191,A201,0,0,1
493,A12,6,A32,A43,368,A65,A75,4,A101,4,A122,1,A143,A152,1,A173,1,A191,A201,1,1,0
494,A12,12,A32,A40,2122,A61,A73,4,A101,2,A124,1,A141,A151,2,A173,2,A191,A202,0,1,0
495,A11,24,A32,A42,2996,A65,A73,2,A101,4,A123,0,A143,A152,1,A173,1,A191,A201,0,1,1
496,A12,36,A32,A42,9034,A62,A72,4,A102,1,A124,1,A143,A151,1,A174,1,A192,A201,0,1,0
497,A12,21,A32,A42,1585,A61,A74,2,A101,3,A123,1,A141,A152,2,A172,1,A191,A201,0,1,0
498,A12,18,A32,A43,1301,A61,A75,4,A103,2,A121,1,A143,A152,1,A172,1,A191,A201,1,1,1
499,A14,24,A32,A40,1323,A61,A75,3,A101,4,A124,1,A141,A152,2,A173,2,A192,A201,0,1,1
500,A11,24,A32,A40,3123,A61,A72,4,A101,1,A122,1,A143,A152,1,A173,1,A191,A201,0,0,1
501,A11,36,A32,A41,5493,A61,A75,2,A101,4,A124,1,A143,A153,1,A173,2,A191,A201,1,1,0
502,A13,9,A32,A43,1126,A62,A75,2,A101,4,A121,1,A143,A152,1,A173,1,A191,A201,1,1,1
503,A12,24,A34,A43,1216,A62,A72,4,A101,4,A124,1,A141,A152,2,A173,2,A191,A201,0,1,0
504,A11,24,A32,A40,1207,A61,A72,4,A101,4,A122,0,A143,A151,1,A173,1,A191,A201,0,0,1
505,A14,10,A32,A40,1309,A65,A73,4,A103,4,A122,1,A143,A152,1,A172,1,A191,A201,0,1,0
506,A14,24,A32,A41,2360,A61,A73,3,A101,2,A123,1,A143,A152,1,A173,1,A192,A201,0,1,0
507,A12,15,A31,A40,6850,A62,A71,1,A101,2,A122,1,A143,A152,1,A174,2,A192,A201,0,1,0
508,A11,42,A32,A43,1413,A61,A73,4,A101,2,A124,1,A143,A152,1,A173,1,A191,A201,0,1,1
509,A14,39,A32,A41,8588,A62,A75,4,A101,2,A123,1,A143,A152,1,A174,1,A192,A201,1,1,0
510,A11,12,A32,A40,759,A61,A74,4,A101,2,A121,1,A143,A152,1,A173,1,A191,A201,0,1,0
511,A14,36,A32,A41,4686,A61,A73,2,A101,2,A124,1,A143,A153,1,A174,1,A192,A201,1,1,0
512,A14,24,A32,A49,2687,A61,A74,2,A101,4,A123,1,A143,A151,1,A173,1,A192,A201,0,1,0
513,A12,12,A33,A43,585,A61,A73,4,A102,4,A121,0,A143,A151,2,A173,1,A191,A201,1,1,1
514,A14,24,A32,A40,2255,A65,A72,4,A101,1,A122,1,A143,A152,1,A173,1,A191,A201,1,1,0
515,A11,42,A32,A40,609,A61,A74,3,A101,3,A123,1,A143,A152,2,A174,1,A191,A202,0,0,1
516,A11,6,A34,A40,1361,A61,A72,2,A101,4,A121,1,A143,A152,1,A172,2,A191,A202,1,1,0
517,A14,36,A34,A42,7127,A61,A72,2,A101,4,A122,0,A143,A151,2,A173,1,A192,A201,0,0,1
518,A11,6,A32,A40,1203,A62,A75,3,A101,2,A122,1,A143,A152,1,A173,1,A192,A201,1,1,0
519,A14,6,A34,A43,700,A65,A75,4,A101,4,A124,1,A143,A153,2,A173,1,A191,A201,1,1,0
520,A14,24,A34,A45,5507,A61,A75,3,A101,4,A124,1,A143,A153,2,A173,1,A191,A201,1,1,0
521,A11,18,A32,A43,3190,A61,A73,2,A101,2,A121,0,A143,A152,1,A173,1,A191,A201,0,0,1
522,A11,48,A30,A42,7119,A61,A73,3,A101,4,A124,1,A143,A153,2,A173,2,A191,A201,0,1,0
523,A14,24,A32,A41,3488,A62,A74,3,A101,4,A123,0,A143,A152,1,A173,1,A191,A201,1,0,1
524,A12,18,A32,A43,1113,A61,A73,4,A103,4,A121,1,A143,A152,1,A172,2,A191,A201,1,0,1
525,A14,24,A30,A41,7966,A62,A72,3,A101,3,A124,1,A143,A152,2,A173,1,A191,A201,0,1,0
526,A11,24,A34,A46,1532,A65,A73,3,A101,3,A124,1,A143,A152,1,A173,1,A191,A201,0,0,1
527,A14,4,A34,A43,1503,A61,A74,2,A101,1,A121,1,A143,A152,2,A172,2,A191,A201,1,1,0
528,A11,36,A32,A43,2302,A61,A73,4,A101,4,A123,1,A143,A151,1,A173,1,A191,A201,0,1,1
529,A12,36,A30,A40,662,A61,A72,3,A101,4,A124,1,A143,A152,1,A174,2,A192,A201,0,1,0
530,A11,24,A32,A46,2273,A61,A74,2,A101,1,A122,1,A143,A152,2,A174,2,A191,A201,0,1,0
531,A12,15,A32,A40,2631,A62,A73,2,A101,4,A123,1,A143,A151,2,A173,1,A192,A201,0,0,1
532,A14,24,A34,A41,1503,A65,A73,4,A101,4,A121,1,A141,A151,1,A174,1,A191,A201,0,1,1
533,A12,36,A32,A43,1311,A61,A74,3,A101,3,A124,1,A143,A152,1,A173,1,A192,A201,0,1,1
534,A14,24,A32,A43,3105,A65,A72,4,A101,2,A123,0,A143,A152,2,A173,1,A191,A201,1,1,0
535,A13,21,A34,A46,2319,A61,A72,2,A101,1,A123,1,A143,A151,1,A173,1,A191,A201,0,1,1
536,A11,30,A34,A40,1374,A65,A71,3,A101,3,A123,1,A141,A152,1,A173,1,A192,A201,0,0,1
537,A12,24,A34,A42,3612,A61,A75,4,A101,4,A123,1,A141,A152,1,A174,1,A192,A201,0,0,1
538,A11,48,A32,A40,7763,A61,A75,4,A101,4,A124,1,A141,A153,1,A174,1,A191,A201,0,1,0
539,A13,18,A32,A42,3049,A61,A72,1,A101,1,A122,1,A142,A152,1,A172,1,A191,A201,1,0,1
540,A12,12,A32,A43,1534,A61,A72,1,A101,1,A121,0,A143,A151,1,A173,1,A191,A201,0,1,1
541,A14,18,A32,A40,2032,A61,A75,3,A101,4,A121,1,A143,A153,2,A173,1,A192,A201,0,1,0
542,A11,30,A32,A42,6350,A65,A75,4,A101,4,A122,1,A143,A152,1,A173,1,A191,A201,0,1,0
543,A13,18,A32,A42,2864,A61,A73,2,A101,1,A121,1,A143,A152,1,A172,2,A191,A201,0,1,0
544,A14,12,A34,A40,1255,A61,A75,4,A101,4,A121,1,A143,A152,2,A172,1,A191,A201,1,1,0
545,A11,24,A33,A40,1333,A61,A71,4,A101,2,A121,1,A143,A153,2,A173,2,A191,A201,0,1,0
546,A14,60,A32,A40,2022,A62,A73,4,A101,4,A122,1,A143,A152,1,A172,1,A192,A201,0,0,1
547,A14,12,A34,A43,1552,A61,A74,4,A101,1,A123,1,A143,A152,1,A173,2,A191,A201,0,1,0
548,A11,12,A31,A43,626,A61,A73,4,A101,4,A121,0,A141,A152,1,A172,1,A191,A201,0,0,1
549,A14,48,A34,A41,8858,A65,A74,2,A101,1,A124,1,A143,A153,2,A173,1,A192,A201,1,1,0
550,A14,12,A34,A45,996,A65,A74,4,A101,4,A121,0,A143,A152,2,A173,1,A191,A201,1,0,1
551,A14,6,A31,A43,1750,A63,A75,2,A101,4,A122,1,A141,A152,1,A172,2,A191,A201,1,1,0
552,A11,48,A32,A43,6999,A61,A74,1,A103,1,A121,1,A143,A152,2,A173,1,A192,A201,0,1,1
553,A12,12,A34,A40,1995,A62,A72,4,A101,1,A123,1,A143,A152,1,A173,1,A191,A201,1,1,0
554,A12,9,A32,A46,1199,A61,A74,4,A101,4,A122,1,A143,A152,2,A174,1,A192,A201,1,0,1
555,A12,12,A32,A43,1331,A61,A72,2,A101,1,A123,0,A142,A152,1,A173,1,A191,A201,0,1,0
556,A12,18,A30,A40,2278,A62,A72,3,A101,3,A123,1,A143,A152,2,A173,1,A191,A201,0,0,1
557,A14,21,A30,A40,5003,A65,A73,1,A101,4,A122,1,A141,A152,2,A173,1,A192,A201,0,0,1
558,A11,24,A31,A42,3552,A61,A74,3,A101,4,A123,1,A141,A152,1,A173,1,A191,A201,0,1,0
559,A12,18,A34,A42,1928,A61,A72,2,A101,2,A121,1,A143,A152,2,A172,1,A191,A201,0,1,0
560,A11,24,A32,A41,2964,A65,A75,4,A101,4,A124,1,A141,A153,1,A173,2,A192,A201,1,1,0
561,A11,24,A31,A43,1546,A61,A74,4,A103,4,A123,0,A141,A151,1,A172,1,A191,A201,0,1,0
562,A13,6,A33,A43,683,A61,A72,2,A101,1,A122,1,A141,A152,1,A173,1,A191,A201,1,0,1
563,A12,36,A32,A40,12389,A65,A73,1,A101,4,A124,1,A143,A153,1,A173,1,A192,A201,0,1,0
564,A12,12,A30,A49,4712,A62,A73,4,A101,2,A121,1,A143,A152,2,A173,1,A192,A201,0,1,0
565,A12,24,A33,A43,1553,A62,A74,3,A101,2,A122,0,A143,A151,2,A173,1,A192,A201,1,0,1
566,A11,12,A32,A40,1372,A61,A74,2,A101,3,A123,1,A143,A152,1,A173,1,A191,A201,0,1,1
567,A11,48,A32,A43,2578,A62,A75,3,A101,2,A124,1,A143,A152,1,A173,1,A191,A201,0,1,0
568,A11,60,A34,A43,3979,A61,A74,3,A101,1,A121,1,A143,A152,2,A173,2,A192,A201,0,1,0
569,A11,48,A32,A43,6758,A61,A73,3,A101,2,A123,1,A143,A152,1,A173,1,A192,A201,0,0,1
570,A11,24,A32,A42,3234,A61,A72,4,A101,4,A121,0,A143,A151,1,A172,1,A192,A201,0,0,1
571,A14,24,A32,A43,5954,A65,A74,2,A102,2,A123,1,A143,A152,1,A173,1,A191,A201,0,1,0
572,A14,24,A32,A41,5433,A65,A71,2,A101,4,A122,1,A143,A151,1,A174,1,A192,A201,1,0,1
573,A11,15,A32,A49,806,A61,A73,4,A101,4,A122,0,A143,A152,1,A172,1,A191,A201,1,0,1
574,A12,9,A32,A43,1082,A61,A75,4,A101,4,A123,1,A143,A152,2,A172,1,A191,A201,1,1,0
575,A14,15,A34,A42,2788,A61,A74,2,A102,3,A123,0,A141,A152,2,A173,1,A191,A201,1,0,1
576,A12,12,A32,A43,2930,A61,A74,2,A101,1,A121,1,A143,A152,1,A173,1,A191,A201,1,0,1
577,A14,24,A34,A46,1927,A65,A73,3,A101,2,A123,1,A143,A152,2,A173,1,A192,A201,1,0,1
578,A12,36,A34,A40,2820,A61,A72,4,A101,4,A123,1,A143,A152,2,A173,1,A191,A201,0,1,1
579,A11,6,A34,A48,937,A65,A72,2,A101,3,A121,1,A143,A152,2,A172,1,A191,A201,0,1,1
580,A12,18,A34,A40,1056,A61,A75,3,A103,3,A121,1,A141,A152,2,A173,1,A191,A201,0,1,0
581,A12,12,A34,A40,3124,A61,A72,1,A101,3,A121,1,A141,A152,2,A172,2,A191,A201,1,1,0
582,A14,16,A32,A42,1388,A61,A73,4,A101,2,A122,1,A143,A151,1,A172,1,A191,A201,0,0,1
583,A12,36,A32,A45,2384,A61,A72,4,A101,1,A124,1,A143,A151,1,A172,1,A191,A201,0,1,0
584,A14,12,A32,A40,2133,A65,A75,4,A101,4,A124,1,A143,A153,1,A174,1,A192,A201,1,0,1
585,A11,18,A32,A42,2039,A61,A73,1,A101,4,A121,0,A141,A151,1,A173,1,A191,A201,0,0,1
586,A11,9,A34,A40,2799,A61,A73,2,A101,2,A121,1,A143,A151,2,A173,2,A191,A201,1,1,0
587,A11,12,A32,A42,1289,A61,A73,4,A103,1,A122,0,A143,A152,1,A172,1,A191,A201,1,1,0
588,A11,18,A32,A44,1217,A61,A73,4,A101,3,A121,1,A143,A152,1,A172,1,A192,A201,0,1,1
589,A11,12,A34,A42,2246,A61,A75,3,A101,3,A122,1,A143,A152,2,A173,1,A191,A201,0,1,0
590,A11,12,A34,A43,385,A61,A74,4,A101,3,A121,1,A143,A152,4,A172,1,A192,A201,1,0,1
591,A14,18,A32,A40,1965,A65,A73,3,A101,4,A122,1,A143,A151,2,A173,1,A192,A201,0,0,1
592,A14,21,A32,A49,1572,A64,A75,4,A101,4,A121,1,A141,A152,1,A172,1,A191,A201,1,0,1
593,A12,24,A32,A40,2718,A61,A73,3,A101,4,A122,0,A143,A151,1,A172,1,A192,A201,0,0,1
594,A11,24,A31,A410,1358,A65,A75,4,A101,3,A123,1,A142,A152,1,A174,1,A192,A201,0,1,0
595,A12,6,A31,A40,931,A62,A72,1,A101,1,A122,1,A142,A152,1,A172,1,A191,A201,0,0,1
596,A11,24,A32,A40,1442,A61,A74,4,A101,4,A123,0,A143,A151,2,A173,1,A191,A201,0,0,1
597,A12,24,A30,A49,4241,A61,A73,1,A101,4,A121,1,A143,A152,3,A172,1,A192,A201,0,1,0
598,A14,18,A34,A40,2775,A61,A74,2,A101,2,A122,1,A141,A152,2,A173,1,A191,A201,0,1,0
599,A14,24,A34,A49,3863,A61,A73,2,A101,2,A123,1,A141,A153,1,A173,1,A191,A201,0,1,0
600,A12,7,A32,A43,2329,A61,A72,1,A103,1,A121,1,A143,A152,1,A173,1,A191,A201,1,0,1
601,A12,9,A32,A42,918,A61,A73,4,A101,1,A122,1,A143,A152,1,A173,1,A191,A201,0,0,1
602,A12,24,A31,A46,1837,A61,A74,4,A101,4,A124,1,A141,A153,1,A172,1,A191,A201,0,0,1
603,A14,36,A32,A42,3349,A61,A73,4,A101,2,A123,1,A143,A152,1,A174,1,A192,A201,0,0,1
604,A13,10,A32,A42,1275,A61,A72,4,A101,2,A122,0,A143,A152,1,A173,1,A191,A201,1,0,1
605,A11,24,A31,A42,2828,A63,A73,4,A101,4,A121,0,A142,A152,1,A173,1,A192,A201,1,1,0
606,A12,24,A31,A49,4526,A61,A73,2,A101,2,A121,1,A143,A152,1,A174,1,A192,A201,0,1,0
607,A12,36,A32,A43,2671,A62,A73,4,A102,4,A124,1,A143,A153,1,A173,1,A191,A201,0,0,1
608,A11,18,A31,A43,2051,A61,A72,2,A101,1,A124,1,A143,A152,1,A172,1,A191,A201,0,1,0
609,A12,12,A32,A41,1300,A61,A75,2,A101,4,A122,1,A143,A153,1,A173,2,A191,A201,0,1,0
610,A11,12,A32,A44,741,A62,A71,4,A101,3,A122,0,A143,A152,1,A173,1,A191,A201,0,0,1
611,A13,10,A32,A40,1240,A62,A75,1,A101,4,A124,1,A143,A153,1,A172,2,A191,A201,0,0,1
612,A11,21,A32,A43,3357,A64,A72,4,A101,2,A123,1,A141,A152,1,A173,1,A191,A201,1,0,1
613,A11,24,A31,A41,3632,A61,A73,1,A103,4,A123,0,A141,A151,1,A173,1,A191,A202,1,0,1
614,A14,18,A33,A42,1808,A61,A74,4,A101,1,A121,0,A143,A152,1,A173,1,A191,A201,0,0,1
615,A12,36,A32,A49,12204,A62,A73,4,A101,2,A123,1,A141,A152,1,A174,1,A192,A201,0,1,0
616,A12,18,A33,A43,9157,A65,A73,2,A101,2,A123,1,A143,A153,1,A173,1,A191,A201,0,1,0
617,A11,6,A34,A40,3676,A61,A73,1,A101,3,A121,1,A143,A151,3,A173,2,A191,A201,1,1,0
618,A12,30,A32,A42,3441,A62,A73,2,A102,4,A123,0,A143,A151,1,A173,1,A191,A201,0,0,1
619,A14,24,A32,A40,640,A61,A73,2,A101,2,A122,1,A143,A152,1,A172,1,A191,A201,0,1,1
620,A12,21,A34,A49,3652,A61,A74,2,A101,3,A122,1,A143,A152,2,A173,1,A191,A201,1,1,0
621,A14,18,A34,A40,1530,A61,A73,3,A101,2,A122,1,A141,A152,2,A173,1,A191,A201,0,1,0
622,A14,48,A32,A49,3914,A65,A73,4,A101,2,A121,1,A141,A152,1,A173,1,A191,A201,0,1,1
623,A11,12,A32,A42,1858,A61,A72,4,A101,1,A123,0,A143,A151,1,A173,1,A191,A201,1,0,1
624,A11,18,A32,A43,2600,A61,A73,4,A101,4,A124,1,A143,A153,2,A173,1,A191,A201,0,1,0
625,A14,24,A34,A43,1979,A61,A75,3,A101,2,A124,1,A141,A152,1,A173,1,A191,A201,0,1,0
626,A13,6,A32,A42,2116,A61,A73,2,A101,2,A121,1,A143,A152,1,A173,1,A192,A201,1,1,0
627,A12,9,A31,A40,1437,A62,A74,2,A101,3,A124,1,A143,A152,1,A173,1,A191,A201,0,1,0
628,A14,42,A34,A42,4042,A63,A73,4,A101,4,A121,1,A143,A152,2,A173,1,A192,A201,1,1,0
629,A14,9,A32,A46,3832,A65,A75,1,A101,4,A121,1,A143,A152,1,A172,1,A191,A201,1,1,0
630,A11,24,A34,A43,3660,A65,A73,3,A101,4,A121,1,A143,A152,1,A172,1,A191,A201,0,0,1
631,A11,18,A31,A42,1553,A61,A73,4,A101,3,A123,1,A141,A152,1,A173,1,A191,A201,0,1,0
632,A12,15,A32,A43,1444,A65,A72,4,A101,1,A122,0,A143,A152,1,A173,1,A191,A201,1,1,0
633,A14,9,A32,A42,1980,A61,A72,2,A102,2,A123,0,A143,A151,2,A173,1,A191,A201,0,0,1
634,A12,24,A32,A40,1355,A61,A72,3,A101,4,A123,0,A143,A152,1,A172,1,A192,A201,0,0,1
635,A12,36,A30,A46,1393,A61,A75,4,A101,4,A122,1,A143,A152,3,A174,2,A192,A201,0,1,0
636,A11,15,A32,A43,1376,A63,A74,2,A101,1,A123,1,A141,A152,1,A174,1,A191,A201,0,0,1
637,A14,60,A33,A43,15653,A61,A74,2,A101,4,A123,0,A143,A152,2,A173,1,A192,A201,1,1,0
638,A13,24,A34,A43,1493,A61,A72,2,A101,3,A123,1,A143,A152,1,A173,2,A191,A201,0,0,1
639,A11,42,A33,A43,4370,A61,A74,3,A101,2,A122,1,A141,A152,2,A173,2,A192,A201,0,1,0
640,A11,18,A32,A46,750,A61,A71,4,A101,1,A121,1,A143,A152,1,A171,1,A191,A201,0,0,1
641,A11,20,A34,A45,1308,A63,A75,4,A101,4,A123,1,A143,A152,2,A173,1,A191,A201,0,1,0
642,A14,15,A32,A46,4623,A62,A73,3,A101,2,A122,1,A143,A152,1,A174,1,A192,A201,0,1,0
643,A14,24,A34,A43,1851,A61,A74,4,A103,2,A123,1,A141,A152,2,A173,1,A192,A201,0,1,1
644,A14,18,A31,A43,1880,A64,A74,3,A101,1,A121,1,A141,A152,2,A172,1,A192,A201,0,1,1
645,A14,36,A33,A49,7980,A65,A72,4,A101,4,A123,1,A143,A151,2,A173,1,A192,A201,0,1,0
646,A11,30,A30,A42,4583,A61,A73,2,A103,2,A121,1,A143,A152,2,A173,1,A191,A201,1,1,1
647,A14,12,A32,A40,1386,A63,A73,2,A101,2,A122,1,A143,A152,1,A173,1,A191,A201,0,0,1
648,A13,24,A32,A40,947,A61,A74,4,A101,3,A124,1,A141,A153,1,A173,2,A191,A201,0,1,0
649,A11,12,A32,A46,684,A61,A73,4,A101,4,A123,1,A143,A151,1,A172,2,A191,A201,0,1,0
650,A14,12,A33,A46,7476,A61,A74,4,A101,1,A122,1,A143,A153,1,A173,1,A192,A201,0,1,0
651,A12,12,A32,A42,1922,A61,A73,4,A101,2,A122,1,A143,A152,1,A172,1,A191,A201,0,1,0
652,A11,24,A32,A40,2303,A61,A75,4,A102,1,A121,1,A143,A152,1,A173,1,A191,A201,0,1,0
653,A12,36,A33,A40,8086,A62,A75,2,A101,4,A123,1,A143,A152,4,A174,1,A192,A201,0,1,0
654,A14,36,A32,A41,2346,A61,A74,3,A101,3,A121,1,A143,A152,2,A174,1,A192,A201,0,1,0
655,A11,14,A32,A40,3973,A61,A71,1,A101,4,A124,0,A143,A153,1,A173,1,A191,A201,1,1,0
656,A12,12,A32,A40,888,A61,A75,4,A101,4,A123,1,A141,A152,1,A172,2,A191,A201,0,1,0
657,A11,24,A34,A43,10222,A61,A74,4,A101,3,A123,1,A143,A152,1,A174,1,A192,A201,0,1,0
658,A12,15,A32,A49,4221,A61,A73,4,A101,1,A123,1,A143,A152,2,A173,1,A191,A201,0,0,1
659,A12,48,A30,A42,6361,A61,A75,4,A101,1,A121,1,A143,A152,1,A173,1,A192,A201,0,1,0
660,A13,12,A32,A43,1297,A61,A73,3,A101,4,A121,0,A143,A151,1,A173,1,A191,A201,1,1,1
661,A11,12,A32,A40,900,A65,A73,4,A101,2,A123,0,A143,A152,1,A173,1,A191,A201,0,1,1
662,A14,21,A32,A42,2241,A61,A75,4,A101,2,A121,1,A143,A152,2,A173,1,A191,A201,1,1,0
663,A12,6,A33,A42,1050,A61,A71,4,A101,1,A122,1,A142,A152,2,A174,1,A192,A201,1,1,0
664,A12,36,A32,A46,1047,A61,A73,4,A101,4,A123,1,A141,A152,1,A174,1,A191,A201,0,0,1
665,A11,15,A32,A410,6314,A65,A71,3,A102,2,A124,1,A143,A152,2,A173,1,A192,A201,0,1,0
666,A14,42,A34,A42,3496,A65,A73,4,A101,2,A124,1,A143,A152,1,A173,2,A192,A201,0,1,0
667,A14,48,A31,A49,3609,A61,A73,1,A101,1,A121,1,A142,A152,1,A173,1,A191,A201,1,0,1
668,A11,12,A34,A40,4843,A61,A75,3,A102,4,A122,1,A143,A151,2,A173,1,A192,A201,0,1,0
669,A13,30,A34,A43,3017,A61,A75,4,A101,4,A122,1,A143,A152,1,A173,1,A191,A201,1,1,0
670,A14,24,A34,A49,4139,A62,A73,3,A101,3,A122,1,A143,A152,2,A172,1,A192,A201,1,1,0
671,A13,24,A34,A49,5742,A65,A74,4,A101,2,A121,1,A143,A152,2,A173,1,A192,A201,0,1,0
672,A14,60,A32,A40,10366,A61,A75,2,A101,4,A122,1,A143,A152,1,A174,1,A192,A201,1,1,0
673,A14,6,A34,A40,2080,A63,A73,1,A101,2,A123,0,A143,A152,1,A173,1,A191,A201,1,1,1
674,A14,21,A33,A49,2580,A63,A72,4,A101,2,A121,1,A141,A152,1,A172,2,A191,A201,0,1,0
675,A14,30,A34,A43,4530,A61,A74,4,A101,4,A123,1,A143,A151,1,A174,1,A192,A201,1,0,1
676,A14,12,A34,A42,5150,A65,A75,1,A101,4,A123,1,A143,A152,1,A173,1,A192,A201,0,1,0
677,A12,72,A32,A43,5595,A62,A73,2,A101,2,A123,0,A143,A152,1,A173,1,A191,A201,0,1,1
678,A13,48,A32,A43,2384,A61,A75,4,A101,4,A121,1,A143,A151,1,A174,1,A191,A201,0,1,0
679,A12,24,A31,A43,1453,A61,A72,2,A101,1,A122,1,A143,A152,1,A173,1,A191,A201,0,0,1
680,A12,18,A31,A46,1538,A61,A72,4,A101,2,A121,1,A143,A152,1,A174,1,A191,A201,0,0,1
681,A14,12,A33,A43,2279,A62,A73,1,A101,4,A121,1,A143,A153,1,A173,1,A192,A201,0,1,0
682,A14,21,A32,A43,1478,A65,A73,4,A101,3,A122,1,A143,A152,2,A173,1,A191,A201,0,1,1
683,A14,48,A33,A43,5103,A61,A72,3,A101,3,A121,1,A143,A153,3,A173,1,A192,A201,0,1,1
684,A12,36,A33,A49,9857,A62,A74,1,A101,3,A122,1,A143,A152,2,A172,2,A192,A201,1,1,0
685,A11,12,A32,A40,6527,A61,A73,2,A101,4,A121,1,A143,A153,1,A172,2,A192,A201,0,1,0
686,A13,10,A34,A43,1347,A65,A74,4,A101,2,A122,1,A143,A152,2,A173,1,A192,A201,1,1,0
687,A14,15,A34,A40,2862,A61,A75,1,A101,3,A123,1,A143,A153,1,A173,1,A191,A201,0,1,0
688,A14,9,A32,A43,2753,A62,A75,3,A102,4,A123,1,A143,A152,1,A173,1,A192,A201,1,1,0
689,A11,12,A32,A40,3651,A64,A73,1,A101,3,A122,1,A143,A152,1,A173,2,A191,A201,1,1,0
690,A11,15,A34,A42,975,A61,A73,2,A101,3,A122,0,A143,A152,2,A173,1,A191,A201,1,1,1
691,A12,15,A32,A45,2631,A62,A73,3,A101,2,A121,0,A143,A152,1,A172,1,A191,A201,1,0,1
692,A12,24,A32,A43,2896,A62,A72,2,A101,1,A123,1,A143,A152,1,A173,1,A191,A201,1,1,0
693,A13,24,A32,A40,4716,A63,A72,3,A101,3,A123,1,A143,A152,2,A173,2,A191,A201,0,1,0
694,A11,24,A32,A43,2284,A61,A74,3,A101,2,A124,1,A143,A152,1,A173,1,A192,A201,0,1,0
695,A14,21,A32,A41,1236,A61,A73,3,A101,4,A123,1,A143,A151,1,A173,1,A191,A201,0,1,0
696,A11,21,A32,A43,1103,A61,A74,4,A103,3,A124,1,A143,A152,2,A172,1,A191,A202,0,1,0
697,A14,12,A34,A40,926,A61,A71,1,A101,2,A122,1,A143,A152,1,A171,1,A191,A201,1,0,1
698,A14,18,A34,A43,1800,A61,A73,4,A101,2,A123,0,A143,A152,2,A173,1,A191,A201,1,1,0
699,A13,15,A32,A46,1905,A61,A75,4,A101,4,A123,1,A143,A151,1,A174,1,A192,A201,1,1,0
700,A14,12,A32,A42,1123,A63,A73,4,A101,4,A123,1,A143,A151,1,A172,1,A191,A201,0,0,1
701,A11,48,A34,A41,6331,A61,A75,4,A101,4,A124,1,A143,A153,2,A173,1,A192,A201,0,1,0
702,A13,24,A32,A43,1377,A62,A75,4,A101,2,A124,1,A143,A153,1,A173,1,A192,A201,1,0,1
703,A12,30,A33,A49,2503,A62,A75,4,A101,2,A122,1,A142,A152,2,A173,1,A191,A201,1,1,0
704,A14,12,A32,A49,2528,A61,A72,4,A101,1,A123,1,A143,A152,1,A173,2,A192,A201,0,0,1
705,A14,15,A32,A40,5324,A63,A75,1,A101,4,A124,1,A143,A153,1,A173,1,A191,A201,1,0,1
